id	topic_id	thread_id	type	formula
q_922	A.387	4006307	body	k\in\mathbb{Z}_0^+
q_923	A.387	4006307	body	n=5k + i, i\in\{0,1,2,3,4\}
q_924	A.387	4006307	body	i=0
q_925	A.387	4006307	body	 i = 1 
q_926	A.387	4006307	body	 i = 2 
q_927	A.387	4006307	body	i=3
q_928	A.387	4006307	body	i=4
q_929	A.387	4006307	body	5
q_930	A.387	4006307	body	4
q_931	A.387	4006307	body	n>11
q_932	A.387	4006307	body	 i 
q_933	A.387	4006307	body	k\in\mathbb{Z}_0^+ \Rightarrow k \geq 3 \Rightarrow n \geq 15 
q_934	A.387	4006307	body	15
q_935	A.387	4006307	body	5
q_936	A.387	4006307	body	4
q_937	A.387	4006307	body	12
q_938	A.387	4006307	body	13
q_939	A.387	4006307	body	14
q_940	A.387	4006307	body	11
q_941	A.387	4006307	body	5
q_942	A.387	4006307	body	4
q_943	A.387	4006307	body	\begin{align*}         n = 5k \Rightarrow n = 5k + 4(0). \end{align*}
q_944	A.387	4006307	body	\begin{align*}        n & = 5k + 1 \\          & = 5k-5(3) +5(3) +1 \\          & = 5(k-3) + 15 + 1 \\          & = 5(k-3) +16 \Rightarrow n = 5(k-3) +4(4). \end{align*}
q_945	A.387	4006307	body	\begin{align*}    n & = 5k + 2 \\      & = 5k-5(2) +5(2) +2 \\      & = 5(k-2) + 10 + 2 \\      & = 5(k-2) +12 \Rightarrow n = 5(k-2) +4(3). \end{align*}
q_946	A.387	4006307	body	\begin{align*}    n & = 5k + 3 \\      & = 5k-5 + 5 + 3 \\      & = 5(k-1) +8 \Rightarrow n = 5(k-1) +4(2). \end{align*}
q_947	A.387	4006307	body	\begin{align*}     n = 5k + 4 \Rightarrow n = 5k + 4(1). \end{align*}
q_948	A.387	4006307	body	\begin{align*} n       &> 11 \\ 5k + i  &> 5(2) +1 \\ 5k-5(2) &> 1-i \\ 5 (k-2) &> 1-i \\ k-2     &> \frac{1-i}{5} \\ k       &> 2+\frac{1-i}{5}. \end{align*}
q_949	A.387	4006307	body	\begin{align*} k &> 2+ \frac{1-i}{5} \geq 2+ \frac{1-0}{5}\\ k &> 2 + 0.2 = 2.2 \end{align*}
q_950	A.387	4006307	body	\begin{align*} 12 &= 5(0) +4(3) \\ 13 &= 5(1) +4(2) \\ 14 &= 5(2) +4(1). \end{align*}
q_951	A.388	4004685	title	k
q_952	A.388	4004685	body	\begin{cases}  x_1 + kx_2 − x_3 = 2\\  2x_1 − x_2 + kx_3 = 5 \\ x_1 +10x_2 −6x_3 =1 \end{cases}
q_953	A.388	4004685	body	k
q_954	A.388	4004685	body	R_1
q_955	A.388	4004685	body	R_3
q_956	A.388	4004685	body	R_2
q_957	A.388	4004685	body	R_3
q_958	A.388	4004685	body	\left[\begin{array}{ccc|c}1&10&-6&1\\1&k&-1&2\\2&-1&k&5\end{array}\right]
q_959	A.389	4004022	body	\sum\limits_{i=1}^N  \frac{i}{(1+r)^i}
q_960	A.389	4004022	body	\frac{(1+r)^{N+1}-(1+r)-rN}{r^2(1+r)^N}
q_961	A.390	3994470	title	x_n
q_962	A.390	3994470	title	\omega
q_963	A.390	3994470	title	t_n
q_964	A.390	3994470	title	\omega
q_965	A.390	3994470	body	(x_n)_{n\in\Bbb{N}}
q_966	A.390	3994470	body	(t_n)_{n\in\Bbb{N}}
q_967	A.390	3994470	body	t_n:=\frac {x_1+x_2+...+x_n}{n}
q_968	A.390	3994470	body	\lim_{n\rightarrow\infty}t_n=\omega
q_969	A.390	3994470	body	\lim_{t\rightarrow\infty}x_n=\omega
q_970	A.390	3994470	body	\lim_{n\rightarrow\infty}x_n=\omega
q_971	A.391	3993087	title	C_r 
q_972	A.391	3993087	body	\mathbb{E} |X+Y|^r \leq c_r (\mathbb{E} |X|^r + \mathbb{E} |Y|^r),
q_973	A.391	3993087	body	r> 0
q_974	A.391	3993087	body	c_r
q_975	A.391	3993087	body	2^{r-1}
q_976	A.391	3993087	body	\begin{equation}    c_r = \left\{         \begin{array}{ll}    1 & \mathrm{if\ } 0 < r \le 1 \\    2^{r-1}     & \mathrm{if\ } 1 < r         \end{array}       \right. \end{equation}
q_977	A.392	3992939	body	 f * f_p \equiv 1 \bmod p 
q_978	A.392	3992939	body	\mathbb{Z}[X]/(X^n-1)
q_979	A.392	3992939	body	n-1
q_980	A.392	3992939	body	X^n-1
q_981	A.392	3992939	body	f(X)
q_982	A.392	3992939	body	p
q_983	A.392	3992939	body	f_p(X)
q_984	A.392	3992939	body	f(X) = -1+X+X^2-X^4+X^6+X^9-X^{10}
q_985	A.393	3987109	body	|f(z^{2})| \leq  2|f(z)|
q_986	A.394	3986715	title	\delta
q_987	A.394	3986715	body	\forall \epsilon > 0, \exists \delta > 0, |x-a|<\delta \implies |f(x) - f(a)| < \epsilon
q_988	A.394	3986715	body	\forall \epsilon > 0, \exists \delta > 0, |\frac{m}{n}-a|<\delta \implies |\frac{1}{n}| < \epsilon
q_989	A.394	3986715	body	f(x) = \begin{cases} 0,  & \text{if $x$ is irrational} \\ 1/n, & \text{if $x = m/n$} \end{cases}
q_990	A.394	3986715	body	m/n
q_991	A.394	3986715	body	\epsilon-\delta
q_992	A.394	3986715	body	x
q_993	A.394	3986715	body	x
q_994	A.394	3986715	body	a
q_995	A.394	3986715	body	x
q_996	A.394	3986715	body	f(x) = 0
q_997	A.394	3986715	body	f(a)
q_998	A.394	3986715	body	\delta
q_999	A.394	3986715	body	0 < \epsilon
q_1000	A.394	3986715	body	\delta
q_1001	A.394	3986715	body	x
q_1002	A.394	3986715	body	x = \frac{m}{n}
q_1003	A.394	3986715	body	\delta
q_1004	A.394	3986715	body	|\frac{m}{n}-a|
q_1005	A.394	3986715	body	1+2|a|
q_1006	A.394	3986715	body	\delta \le 1
q_1007	A.394	3986715	body	\delta
q_1008	A.395	3978806	body	f: V \to W 
q_1009	A.395	3978806	body	K
q_1010	A.395	3978806	body	a,b \in V
q_1011	A.395	3978806	body	k \in K
q_1012	A.395	3978806	body	f(a+b) = f(a) + f(b)
q_1013	A.395	3978806	body	k*f(b) =f(k * b)
q_1014	A.395	3978806	body	f
q_1015	A.396	3976421	title	\theta^*
q_1016	A.396	3976421	title	\theta
q_1017	A.396	3976421	body	x_1, x_2,...,x_n
q_1018	A.396	3976421	body	X
q_1019	A.396	3976421	body	f_X(x)=\frac{2x}{\theta^2} \quad
q_1020	A.396	3976421	body	0 \le x \le \theta  \quad
q_1021	A.396	3976421	body	f_X(x)=0 \quad
q_1022	A.396	3976421	body	\theta^*
q_1023	A.396	3976421	body	\theta
q_1024	A.396	3976421	body	L(\theta)= \frac{2}{\theta^{2n}}\prod_{i=1}^nx_i
q_1025	A.396	3976421	body	\frac{\partial L(\theta)}{\partial \theta} =...=\frac{-4n}{\theta^{2n+1}}\prod_{i=1}^nx_i + \frac{2}{\theta^{2n}}\frac{\partial(\prod_{i=1}^nx_i)}{\partial \theta}
q_1026	A.396	3976421	body	F_{\theta^*}
q_1027	A.396	3976421	body	f_{\theta^*}
q_1028	A.396	3976421	body	E[\theta^*]
q_1029	A.396	3976421	body	\theta^*
q_1030	A.397	3975897	body	 1 + 2 + 3 + 4 + \cdots = -\frac{1}{12} 
q_1031	A.397	3975897	body	 \sum_{i=1}^{n} i = \frac{n(n+1)}{2} 
q_1032	A.397	3975897	body	 \lim_{n\rightarrow\infty} \frac{n(n+1)}{2} = \infty 
q_1033	A.397	3975897	body	 \sum_{i=1}^{n=\infty} i = -\frac{1}{12} 
q_1034	A.397	3975897	body	 \lim_{n\rightarrow\infty} \frac{n(n+1)}{2} \stackrel{?}{=} -\frac{1}{12} 
q_1035	A.398	3975145	body	\lim_{x \rightarrow c} f'(x) = L = \lim_{x \rightarrow c^+} f'(x) =\lim_{x \rightarrow c^-} f'(x)
q_1036	A.398	3975145	body	x=c
q_1037	A.398	3975145	body	L
q_1038	A.399	3974322	body	M = {\{\langle x,y \rangle \in \mathbb{R^2} | a \leq x \leq b , c \leq y \leq d}\}
q_1039	A.399	3974322	body	A
q_1040	A.399	3974322	body	A
q_1041	A.399	3974322	body	a,b,c,d
q_1042	A.399	3974322	body	a < b
q_1043	A.399	3974322	body	 c < d
q_1044	A.399	3974322	body	\mathbb{Q}
q_1045	A.399	3974322	body	(\mathbb{R},\leq)
q_1046	A.400	3968655	title	16
q_1047	A.400	3968655	body	\frac{1}{15} + \frac{14}{15}...
q_1048	A.400	3968655	body	2^n
q_1049	A.400	3968655	body	\frac{1}{2^n-1}+\frac{2^n-2}{2^n-1}\left(\frac{1}{2^{n-2}}\right)^2\:=\:\frac{1}{2^{n-1}}
q_1050	A.400	3968655	body	\left(\frac{1}{2^{n-2}}\right)^2
