id	topic_id	thread_id	type	formula
q_462	A.334	4163828	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""log_{a}(b)log_{a}a=log_{a}b"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>l</mi><mo>⁢</mo><mi>o</mi><mo>⁢</mo><msub><mi>g</mi><mi>a</mi></msub><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>b</mi><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mi>l</mi><mo>⁢</mo><mi>o</mi><mo>⁢</mo><msub><mi>g</mi><mi>a</mi></msub><mo>⁢</mo><mi>a</mi></mrow><mo>=</mo><mrow><mi>l</mi><mo>⁢</mo><mi>o</mi><mo>⁢</mo><msub><mi>g</mi><mi>a</mi></msub><mo>⁢</mo><mi>b</mi></mrow></mrow></semantics></math>"
q_463	A.334	4163828	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""log_{a}(b)=log_{a}b"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>l</mi><mo>⁢</mo><mi>o</mi><mo>⁢</mo><msub><mi>g</mi><mi>a</mi></msub><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>b</mi><mo stretchy=""false"">)</mo></mrow></mrow><mo>=</mo><mrow><mi>l</mi><mo>⁢</mo><mi>o</mi><mo>⁢</mo><msub><mi>g</mi><mi>a</mi></msub><mo>⁢</mo><mi>b</mi></mrow></mrow></semantics></math>"
q_464	A.335	4163359	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lim_{N\rightarrow\infty}\sum_{k=0}^{N}\frac{A^{k}}{k!} =X"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><munder><mo movablelimits=""false"">lim</mo><mrow><mi>N</mi><mo>→</mo><mi mathvariant=""normal"">∞</mi></mrow></munder><mo>⁡</mo><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>k</mi><mo>=</mo><mn>0</mn></mrow><mi>N</mi></munderover><mrow><mfrac><msup><mi>A</mi><mi>k</mi></msup><mrow><mi>k</mi><mo>!</mo></mrow></mfrac><mo>⁢</mo><mi mathvariant=""normal""> </mi></mrow></mrow></mrow><mo>=</mo><mi>X</mi></mrow></semantics></math>"
q_465	A.335	4163359	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""0\leq\sum_{k=0}^{\infty}\left\|\frac{A^{k}}{k!}\right\|\leq \sum_{k=0}^{N}% \frac{\|A\|^{k}}{k!}<\infty,"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mn>0</mn><mo>≤</mo><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>k</mi><mo>=</mo><mn>0</mn></mrow><mi mathvariant=""normal"">∞</mi></munderover><mrow><mo>∥</mo><mfrac><msup><mi>A</mi><mi>k</mi></msup><mrow><mi>k</mi><mo>!</mo></mrow></mfrac><mo>∥</mo></mrow></mrow><mo>≤</mo><mrow><mi mathvariant=""normal""> </mi><mo>⁢</mo><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>k</mi><mo>=</mo><mn>0</mn></mrow><mi>N</mi></munderover><mfrac><msup><mrow><mo>∥</mo><mi>A</mi><mo>∥</mo></mrow><mi>k</mi></msup><mrow><mi>k</mi><mo>!</mo></mrow></mfrac></mrow></mrow><mo><</mo><mi mathvariant=""normal"">∞</mi></mrow><mo>,</mo></mrow></semantics></math>"
q_466	A.335	4163359	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lim_{N\rightarrow\infty}\left\|\sum_{k=0}^{N}\frac{A^{k}}{k!}-X\right\| =0"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><munder><mo movablelimits=""false"">lim</mo><mrow><mi>N</mi><mo>→</mo><mi mathvariant=""normal"">∞</mi></mrow></munder><mo>⁡</mo><mrow><mrow><mo>∥</mo><mrow><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>k</mi><mo>=</mo><mn>0</mn></mrow><mi>N</mi></munderover><mfrac><msup><mi>A</mi><mi>k</mi></msup><mrow><mi>k</mi><mo>!</mo></mrow></mfrac></mrow><mo>-</mo><mi>X</mi></mrow><mo>∥</mo></mrow><mo>⁢</mo><mi mathvariant=""normal""> </mi></mrow></mrow><mo>=</mo><mn>0</mn></mrow></semantics></math>"
q_467	A.335	4163359	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A"" class=""ltx_Math"" display=""block""><semantics><mi>A</mi></semantics></math>"
q_468	A.335	4163359	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""X"" class=""ltx_Math"" display=""block""><semantics><mi>X</mi></semantics></math>"
q_469	A.335	4163359	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\sum_{k=0}^{N}\frac{A^{k}}{k!}"" class=""ltx_Math"" display=""block""><semantics><mrow><munderover><mo largeop=""true"" movablelimits=""false"" symmetric=""true"">∑</mo><mrow><mi>k</mi><mo>=</mo><mn>0</mn></mrow><mi>N</mi></munderover><mfrac><msup><mi>A</mi><mi>k</mi></msup><mrow><mi>k</mi><mo>!</mo></mrow></mfrac></mrow></semantics></math>"
q_470	A.335	4163359	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\frac{A^{k}}{k!}-X"" class=""ltx_Math"" display=""block""><semantics><mrow><mfrac><msup><mi>A</mi><mi>k</mi></msup><mrow><mi>k</mi><mo>!</mo></mrow></mfrac><mo>-</mo><mi>X</mi></mrow></semantics></math>"
q_471	A.336	4157683	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n\in\mathbb{N}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>n</mi><mo>∈</mo><mi>ℕ</mi></mrow></semantics></math>"
q_472	A.336	4157683	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A,B\in\mathbb{R}^{n\times n}"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>A</mi><mo>,</mo><mi>B</mi></mrow><mo>∈</mo><msup><mi>ℝ</mi><mrow><mi>n</mi><mo>×</mo><mi>n</mi></mrow></msup></mrow></semantics></math>"
q_473	A.336	4157683	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""AB\neq BA"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>A</mi><mo>⁢</mo><mi>B</mi></mrow><mo>≠</mo><mrow><mi>B</mi><mo>⁢</mo><mi>A</mi></mrow></mrow></semantics></math>"
q_474	A.336	4157683	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""M:=\left\{A\in\mathbb{R}^{2\times 2}:AB=BA\quad\forall B\in\mathbb{R}^{2\times 2% }\right\}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>M</mi><mo>:=</mo><mrow><mo>{</mo><mrow><mi>A</mi><mo>∈</mo><msup><mi>ℝ</mi><mrow><mn>2</mn><mo>×</mo><mn>2</mn></mrow></msup></mrow><mo>:</mo><mrow><mrow><mrow><mi>A</mi><mo>⁢</mo><mi>B</mi></mrow><mo>=</mo><mrow><mi>B</mi><mo>⁢</mo><mi>A</mi></mrow></mrow><mo mathvariant=""italic"" separator=""true""> </mo><mrow><mrow><mo>∀</mo><mi>B</mi></mrow><mo>∈</mo><msup><mi>ℝ</mi><mrow><mn>2</mn><mo>×</mo><mn>2</mn></mrow></msup></mrow></mrow><mo>}</mo></mrow></mrow></semantics></math>"
q_475	A.336	4157683	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n\in\mathbb{N}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>n</mi><mo>∈</mo><mi>ℕ</mi></mrow></semantics></math>"
q_476	A.336	4157683	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A,B\in\mathbb{R}^{n\times n}"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>A</mi><mo>,</mo><mi>B</mi></mrow><mo>∈</mo><msup><mi>ℝ</mi><mrow><mi>n</mi><mo>×</mo><mi>n</mi></mrow></msup></mrow></semantics></math>"
q_477	A.336	4157683	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""AB\neq BA"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>A</mi><mo>⁢</mo><mi>B</mi></mrow><mo>≠</mo><mrow><mi>B</mi><mo>⁢</mo><mi>A</mi></mrow></mrow></semantics></math>"
q_478	A.336	4157683	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A\in\mathbb{R}^{2\times 2}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>A</mi><mo>∈</mo><msup><mi>ℝ</mi><mrow><mn>2</mn><mo>×</mo><mn>2</mn></mrow></msup></mrow></semantics></math>"
q_479	A.336	4157683	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""B\in\mathbb{R}^{2\times 2}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>B</mi><mo>∈</mo><msup><mi>ℝ</mi><mrow><mn>2</mn><mo>×</mo><mn>2</mn></mrow></msup></mrow></semantics></math>"
q_480	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\gamma"" class=""ltx_Math"" display=""block""><semantics><mi>γ</mi></semantics></math>"
q_481	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\gamma"" class=""ltx_Math"" display=""block""><semantics><mi>γ</mi></semantics></math>"
q_482	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lambda(t)"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>λ</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo></mrow></mrow></semantics></math>"
q_483	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\gamma^{\prime}(t)=\lambda(t)\gamma(t)"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><msup><mi>γ</mi><mo>′</mo></msup><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo></mrow></mrow><mo>=</mo><mrow><mi>λ</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mi>γ</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo></mrow></mrow></mrow></semantics></math>"
q_484	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""t"" class=""ltx_Math"" display=""block""><semantics><mi>t</mi></semantics></math>"
q_485	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\gamma^{\prime\prime}=\lambda^{\prime}\gamma+\lambda\gamma^{\prime}=(\lambda^{% \prime}+\lambda^{2})\gamma"" class=""ltx_Math"" display=""block""><semantics><mrow><msup><mi>γ</mi><mo>′′</mo></msup><mo>=</mo><mrow><mrow><msup><mi>λ</mi><mo>′</mo></msup><mo>⁢</mo><mi>γ</mi></mrow><mo>+</mo><mrow><mi>λ</mi><mo>⁢</mo><msup><mi>γ</mi><mo>′</mo></msup></mrow></mrow><mo>=</mo><mrow><mrow><mo stretchy=""false"">(</mo><mrow><msup><mi>λ</mi><mo>′</mo></msup><mo>+</mo><msup><mi>λ</mi><mn>2</mn></msup></mrow><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mi>γ</mi></mrow></mrow></semantics></math>"
q_486	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lambda(t)"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>λ</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo></mrow></mrow></semantics></math>"
q_487	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\gamma^{\prime}(t)=\lambda(t)\gamma(t)"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><msup><mi>γ</mi><mo>′</mo></msup><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo></mrow></mrow><mo>=</mo><mrow><mi>λ</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo></mrow><mo>⁢</mo><mi>γ</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><mi>t</mi><mo stretchy=""false"">)</mo></mrow></mrow></mrow></semantics></math>"
q_488	A.337	4155217	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""t"" class=""ltx_Math"" display=""block""><semantics><mi>t</mi></semantics></math>"
q_489	A.338	4142934	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""y=\frac{a+bx}{b-x}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>y</mi><mo>=</mo><mfrac><mrow><mi>a</mi><mo>+</mo><mrow><mi>b</mi><mo>⁢</mo><mi>x</mi></mrow></mrow><mrow><mi>b</mi><mo>-</mo><mi>x</mi></mrow></mfrac></mrow></semantics></math>"
q_490	A.338	4142934	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""y=\frac{a+bx}{b-x}"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>y</mi><mo>=</mo><mfrac><mrow><mi>a</mi><mo>+</mo><mrow><mi>b</mi><mo>⁢</mo><mi>x</mi></mrow></mrow><mrow><mi>b</mi><mo>-</mo><mi>x</mi></mrow></mfrac></mrow></semantics></math>"
q_491	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""p"" class=""ltx_Math"" display=""block""><semantics><mi>p</mi></semantics></math>"
q_492	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""ab"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>a</mi><mo>⁢</mo><mi>b</mi></mrow></semantics></math>"
q_493	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""p\mid ab"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>p</mi><mo lspace=""2.5pt"" rspace=""2.5pt"">∣</mo><mrow><mi>a</mi><mo>⁢</mo><mi>b</mi></mrow></mrow></semantics></math>"
q_494	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""p\mid a"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>p</mi><mo lspace=""2.5pt"" rspace=""2.5pt"">∣</mo><mi>a</mi></mrow></semantics></math>"
q_495	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""p\mid b"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>p</mi><mo lspace=""2.5pt"" rspace=""2.5pt"">∣</mo><mi>b</mi></mrow></semantics></math>"
q_496	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a"" class=""ltx_Math"" display=""block""><semantics><mi>a</mi></semantics></math>"
q_497	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""b"" class=""ltx_Math"" display=""block""><semantics><mi>b</mi></semantics></math>"
q_498	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\mid bc"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>a</mi><mo lspace=""2.5pt"" rspace=""2.5pt"">∣</mo><mrow><mi>b</mi><mo>⁢</mo><mi>c</mi></mrow></mrow></semantics></math>"
q_499	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c"" class=""ltx_Math"" display=""block""><semantics><mi>c</mi></semantics></math>"
q_500	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\not\mid b"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>a</mi><mo lspace=""2.5pt"" rspace=""2.5pt"">∤</mo><mi>b</mi></mrow></semantics></math>"
q_501	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c"" class=""ltx_Math"" display=""block""><semantics><mi>c</mi></semantics></math>"
q_502	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a,b"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>a</mi><mo>,</mo><mi>b</mi></mrow></semantics></math>"
q_503	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""r,s\in\mathbb{Z}"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>r</mi><mo>,</mo><mi>s</mi></mrow><mo>∈</mo><mi>ℤ</mi></mrow></semantics></math>"
q_504	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""ar+bs=1"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mi>a</mi><mo>⁢</mo><mi>r</mi></mrow><mo>+</mo><mrow><mi>b</mi><mo>⁢</mo><mi>s</mi></mrow></mrow><mo>=</mo><mn>1</mn></mrow></semantics></math>"
q_505	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c"" class=""ltx_Math"" display=""block""><semantics><mi>c</mi></semantics></math>"
q_506	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""arc+bsc=c"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mi>a</mi><mo>⁢</mo><mi>r</mi><mo>⁢</mo><mi>c</mi></mrow><mo>+</mo><mrow><mi>b</mi><mo>⁢</mo><mi>s</mi><mo>⁢</mo><mi>c</mi></mrow></mrow><mo>=</mo><mi>c</mi></mrow></semantics></math>"
q_507	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\mid arc"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>a</mi><mo lspace=""2.5pt"" rspace=""2.5pt"">∣</mo><mrow><mi>a</mi><mo>⁢</mo><mi>r</mi><mo>⁢</mo><mi>c</mi></mrow></mrow></semantics></math>"
q_508	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\mid bsc"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>a</mi><mo lspace=""2.5pt"" rspace=""2.5pt"">∣</mo><mrow><mi>b</mi><mo>⁢</mo><mi>s</mi><mo>⁢</mo><mi>c</mi></mrow></mrow></semantics></math>"
q_509	A.339	4142872	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a\mid c"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>a</mi><mo lspace=""2.5pt"" rspace=""2.5pt"">∣</mo><mi>c</mi></mrow></semantics></math>"
q_510	A.340	4142220	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""|x_{n+1}-x_{n}|<1/3^{n}"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mo stretchy=""false"">|</mo><mrow><msub><mi>x</mi><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow></msub><mo>-</mo><msub><mi>x</mi><mi>n</mi></msub></mrow><mo stretchy=""false"">|</mo></mrow><mo><</mo><mrow><mn>1</mn><mo>/</mo><msup><mn>3</mn><mi>n</mi></msup></mrow></mrow></semantics></math>"
q_511	A.340	4142220	title	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(x_{n})"" class=""ltx_Math"" display=""block""><semantics><mrow><mo stretchy=""false"">(</mo><msub><mi>x</mi><mi>n</mi></msub><mo stretchy=""false"">)</mo></mrow></semantics></math>"
q_512	A.340	4142220	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""|x_{n+1}-x_{n}|<\frac{1}{3^{n}}."" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mo stretchy=""false"">|</mo><mrow><msub><mi>x</mi><mrow><mi>n</mi><mo>+</mo><mn>1</mn></mrow></msub><mo>-</mo><msub><mi>x</mi><mi>n</mi></msub></mrow><mo stretchy=""false"">|</mo></mrow><mo><</mo><mfrac><mn>1</mn><msup><mn>3</mn><mi>n</mi></msup></mfrac></mrow><mo>.</mo></mrow></semantics></math>"
q_513	A.340	4142220	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(x_{n})"" class=""ltx_Math"" display=""block""><semantics><mrow><mo stretchy=""false"">(</mo><msub><mi>x</mi><mi>n</mi></msub><mo stretchy=""false"">)</mo></mrow></semantics></math>"
q_514	A.340	4142220	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\epsilon>0"" class=""ltx_Math"" display=""block""><semantics><mrow><mi>ϵ</mi><mo>></mo><mn>0</mn></mrow></semantics></math>"
q_515	A.340	4142220	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""n_{0}>0"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>n</mi><mn>0</mn></msub><mo>></mo><mn>0</mn></mrow></semantics></math>"
q_516	A.340	4142220	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""m,n>n_{o}\Rightarrow|x_{m}-x_{n}|<\epsilon"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>m</mi><mo>,</mo><mi>n</mi></mrow><mo>></mo><msub><mi>n</mi><mi>o</mi></msub><mo>⇒</mo><mrow><mo stretchy=""false"">|</mo><mrow><msub><mi>x</mi><mi>m</mi></msub><mo>-</mo><msub><mi>x</mi><mi>n</mi></msub></mrow><mo stretchy=""false"">|</mo></mrow><mo><</mo><mi>ϵ</mi></mrow></semantics></math>"
q_517	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a,b\in Z^{+}"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>a</mi><mo>,</mo><mi>b</mi></mrow><mo>∈</mo><msup><mi>Z</mi><mo>+</mo></msup></mrow></semantics></math>"
q_518	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\gcd(a,b)=1"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>gcd</mi><mo>⁡</mo><mrow><mo stretchy=""false"">(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo stretchy=""false"">)</mo></mrow></mrow><mo>=</mo><mn>1</mn></mrow></semantics></math>"
q_519	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c_{i}=a+i\cdot b"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>c</mi><mi>i</mi></msub><mo>=</mo><mrow><mi>a</mi><mo>+</mo><mrow><mi>i</mi><mo>⋅</mo><mi>b</mi></mrow></mrow></mrow></semantics></math>"
q_520	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\{a,a+b,a+2b,\cdots\}"" class=""ltx_Math"" display=""block""><semantics><mrow><mo stretchy=""false"">{</mo><mi>a</mi><mo>,</mo><mrow><mi>a</mi><mo>+</mo><mi>b</mi></mrow><mo>,</mo><mrow><mi>a</mi><mo>+</mo><mrow><mn>2</mn><mo>⁢</mo><mi>b</mi></mrow></mrow><mo>,</mo><mi mathvariant=""normal"">⋯</mi><mo stretchy=""false"">}</mo></mrow></semantics></math>"
q_521	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a=2,b=3"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>a</mi><mo>=</mo><mn>2</mn></mrow><mo>,</mo><mrow><mi>b</mi><mo>=</mo><mn>3</mn></mrow></mrow></semantics></math>"
q_522	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c_{1}=a+b=5"" class=""ltx_Math"" display=""block""><semantics><mrow><msub><mi>c</mi><mn>1</mn></msub><mo>=</mo><mrow><mi>a</mi><mo>+</mo><mi>b</mi></mrow><mo>=</mo><mn>5</mn></mrow></semantics></math>"
q_523	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""a=4,b=2"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>a</mi><mo>=</mo><mn>4</mn></mrow><mo>,</mo><mrow><mi>b</mi><mo>=</mo><mn>2</mn></mrow></mrow></semantics></math>"
q_524	A.341	4141272	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\gcd(a,b)=2\neq 1"" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mi>gcd</mi><mo>⁡</mo><mrow><mo stretchy=""false"">(</mo><mi>a</mi><mo>,</mo><mi>b</mi><mo stretchy=""false"">)</mo></mrow></mrow><mo>=</mo><mn>2</mn><mo>≠</mo><mn>1</mn></mrow></semantics></math>"
q_525	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(x_{4})=\frac{2}{5}e^{\frac{-x}{10}}\left(1-e^{\frac{-x}{10}}\right)^{3}."" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mi>f</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><msub><mi>x</mi><mn>4</mn></msub><mo stretchy=""false"">)</mo></mrow></mrow><mo>=</mo><mrow><mfrac><mn>2</mn><mn>5</mn></mfrac><mo>⁢</mo><msup><mi>e</mi><mfrac><mrow><mo>-</mo><mi>x</mi></mrow><mn>10</mn></mfrac></msup><mo>⁢</mo><msup><mrow><mo>(</mo><mrow><mn>1</mn><mo>-</mo><msup><mi>e</mi><mfrac><mrow><mo>-</mo><mi>x</mi></mrow><mn>10</mn></mfrac></msup></mrow><mo>)</mo></mrow><mn>3</mn></msup></mrow></mrow><mo>.</mo></mrow></semantics></math>"
q_526	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""E(X_{4})=\int_{0}^{\infty}\frac{2x}{5}e^{\frac{-x}{10}}\left(1-e^{\frac{-x}{10% }}\right)^{3}\,dx=125/6."" class=""ltx_Math"" display=""block""><semantics><mrow><mrow><mrow><mi>E</mi><mo>⁢</mo><mrow><mo stretchy=""false"">(</mo><msub><mi>X</mi><mn>4</mn></msub><mo stretchy=""false"">)</mo></mrow></mrow><mo>=</mo><mrow><msubsup><mo largeop=""true"" symmetric=""true"">∫</mo><mn>0</mn><mi mathvariant=""normal"">∞</mi></msubsup><mrow><mfrac><mrow><mn>2</mn><mo>⁢</mo><mi>x</mi></mrow><mn>5</mn></mfrac><mo>⁢</mo><msup><mi>e</mi><mfrac><mrow><mo>-</mo><mi>x</mi></mrow><mn>10</mn></mfrac></msup><mo>⁢</mo><mpadded width=""+1.7pt""><msup><mrow><mo>(</mo><mrow><mn>1</mn><mo>-</mo><msup><mi>e</mi><mfrac><mrow><mo>-</mo><mi>x</mi></mrow><mn>10</mn></mfrac></msup></mrow><mo>)</mo></mrow><mn>3</mn></msup></mpadded><mo>⁢</mo><mrow><mo rspace=""0pt"">𝑑</mo><mi>x</mi></mrow></mrow></mrow><mo>=</mo><mrow><mn>125</mn><mo>/</mo><mn>6</mn></mrow></mrow><mo>.</mo></mrow></semantics></math>"
q_527	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""10"" class=""ltx_Math"" display=""block""><semantics><mn>10</mn></semantics></math>"
q_528	A.342	4140378	body	"<math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""40"" class=""ltx_Math"" display=""block""><semantics><mn>40</mn></semantics></math>"
