id	topic_id	thread_id	type	slt
q_564	A.62	3134352	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""|\mathbb{Z}\times\mathbb{Z}|=|\mathbb{Z}|"" display=""block"">   <mrow>     <mrow>       <mo stretchy=""false"">|</mo>       <mrow>         <mrow>           <mrow>             <merror class=""ltx_ERROR undefined undefined"">               <mtext>\mathbb</mtext>             </merror>             <mo>⁢</mo>             <mi>Z</mi>           </mrow>           <mo>×</mo>           <merror class=""ltx_ERROR undefined undefined"">             <mtext>\mathbb</mtext>           </merror>         </mrow>         <mo>⁢</mo>         <mi>Z</mi>       </mrow>       <mo stretchy=""false"">|</mo>     </mrow>     <mo>=</mo>     <mrow>       <mo stretchy=""false"">|</mo>       <mrow>         <merror class=""ltx_ERROR undefined undefined"">           <mtext>\mathbb</mtext>         </merror>         <mo>⁢</mo>         <mi>Z</mi>       </mrow>       <mo stretchy=""false"">|</mo>     </mrow>   </mrow> </math> "
q_565	A.63	3149293	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\gcd"" display=""block"">   <mi>gcd</mi> </math> "
q_566	A.63	3149293	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\text{lcm}"" display=""block"">   <mrow>     <merror class=""ltx_ERROR undefined undefined"">       <mtext>\text</mtext>     </merror>     <mo>⁢</mo>     <mi>l</mi>     <mo>⁢</mo>     <mi>c</mi>     <mo>⁢</mo>     <mi>m</mi>   </mrow> </math> "
q_567	A.63	3149293	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""2"" display=""block"">   <mn>2</mn> </math> "
q_568	A.63	3149293	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""{n_{1},n_{2}}"" display=""block"">   <mrow>     <msub>       <mi>n</mi>       <mn>1</mn>     </msub>     <mo>,</mo>     <msub>       <mi>n</mi>       <mn>2</mn>     </msub>   </mrow> </math> "
q_569	A.63	3149293	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\text{lcm}(n_{1},n_{2})=\frac{n_{1}n_{2}}{\gcd(n_{1},n_{2})}"" display=""block"">   <mrow>     <mrow>       <merror class=""ltx_ERROR undefined undefined"">         <mtext>\text</mtext>       </merror>       <mo>⁢</mo>       <mi>l</mi>       <mo>⁢</mo>       <mi>c</mi>       <mo>⁢</mo>       <mi>m</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <msub>           <mi>n</mi>           <mn>1</mn>         </msub>         <mo>,</mo>         <msub>           <mi>n</mi>           <mn>2</mn>         </msub>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mfrac>       <mrow>         <msub>           <mi>n</mi>           <mn>1</mn>         </msub>         <mo>⁢</mo>         <msub>           <mi>n</mi>           <mn>2</mn>         </msub>       </mrow>       <mrow>         <mi>gcd</mi>         <mo>⁡</mo>         <mrow>           <mo stretchy=""false"">(</mo>           <msub>             <mi>n</mi>             <mn>1</mn>           </msub>           <mo>,</mo>           <msub>             <mi>n</mi>             <mn>2</mn>           </msub>           <mo stretchy=""false"">)</mo>         </mrow>       </mrow>     </mfrac>   </mrow> </math> "
q_570	A.63	3149293	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""r"" display=""block"">   <mi>r</mi> </math> "
q_571	A.63	3149293	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""{n_{1},n_{2},n_{3},...,n_{r}}"" display=""block"">   <mrow>     <msub>       <mi>n</mi>       <mn>1</mn>     </msub>     <mo>,</mo>     <msub>       <mi>n</mi>       <mn>2</mn>     </msub>     <mo>,</mo>     <msub>       <mi>n</mi>       <mn>3</mn>     </msub>     <mo>,</mo>     <mi mathvariant=""normal"">…</mi>     <mo>,</mo>     <msub>       <mi>n</mi>       <mi>r</mi>     </msub>   </mrow> </math> "
q_572	A.63	3149293	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\text{lcm}(n_{1},n_{2},n_{3},...,n_{r})=\frac{\prod_{i=1}^{r}n_{i}}{gcd(n_{1},%&#10;n2,n_{3},...,n_{r})}"" display=""block"">   <mrow>     <mrow>       <merror class=""ltx_ERROR undefined undefined"">         <mtext>\text</mtext>       </merror>       <mo>⁢</mo>       <mi>l</mi>       <mo>⁢</mo>       <mi>c</mi>       <mo>⁢</mo>       <mi>m</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <msub>           <mi>n</mi>           <mn>1</mn>         </msub>         <mo>,</mo>         <msub>           <mi>n</mi>           <mn>2</mn>         </msub>         <mo>,</mo>         <msub>           <mi>n</mi>           <mn>3</mn>         </msub>         <mo>,</mo>         <mi mathvariant=""normal"">…</mi>         <mo>,</mo>         <msub>           <mi>n</mi>           <mi>r</mi>         </msub>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mfrac>       <mrow>         <msubsup>           <mo largeop=""true"" symmetric=""true"">∏</mo>           <mrow>             <mi>i</mi>             <mo>=</mo>             <mn>1</mn>           </mrow>           <mi>r</mi>         </msubsup>         <msub>           <mi>n</mi>           <mi>i</mi>         </msub>       </mrow>       <mrow>         <mi>g</mi>         <mo>⁢</mo>         <mi>c</mi>         <mo>⁢</mo>         <mi>d</mi>         <mo>⁢</mo>         <mrow>           <mo stretchy=""false"">(</mo>           <msub>             <mi>n</mi>             <mn>1</mn>           </msub>           <mo>,</mo>           <mrow>             <mi>n</mi>             <mo>⁢</mo>             <mn>2</mn>           </mrow>           <mo>,</mo>           <msub>             <mi>n</mi>             <mn>3</mn>           </msub>           <mo>,</mo>           <mi mathvariant=""normal"">…</mi>           <mo>,</mo>           <msub>             <mi>n</mi>             <mi>r</mi>           </msub>           <mo stretchy=""false"">)</mo>         </mrow>       </mrow>     </mfrac>   </mrow> </math> "
q_573	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f:[a,b]\to\mathbb{R}"" display=""block"">   <mrow>     <mi>f</mi>     <mo>:</mo>     <mrow>       <mrow>         <mo stretchy=""false"">[</mo>         <mi>a</mi>         <mo>,</mo>         <mi>b</mi>         <mo stretchy=""false"">]</mo>       </mrow>       <mo>→</mo>       <mrow>         <merror class=""ltx_ERROR undefined undefined"">           <mtext>\mathbb</mtext>         </merror>         <mo>⁢</mo>         <mi>R</mi>       </mrow>     </mrow>   </mrow> </math> "
q_574	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f([a,b])\subset[a,b]"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mrow>           <mo stretchy=""false"">[</mo>           <mi>a</mi>           <mo>,</mo>           <mi>b</mi>           <mo stretchy=""false"">]</mo>         </mrow>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>⊂</mo>     <mrow>       <mo stretchy=""false"">[</mo>       <mi>a</mi>       <mo>,</mo>       <mi>b</mi>       <mo stretchy=""false"">]</mo>     </mrow>   </mrow> </math> "
q_575	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c\in[a,b]"" display=""block"">   <mrow>     <mi>c</mi>     <mo>∈</mo>     <mrow>       <mo stretchy=""false"">[</mo>       <mi>a</mi>       <mo>,</mo>       <mi>b</mi>       <mo stretchy=""false"">]</mo>     </mrow>   </mrow> </math> "
q_576	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(c)=c"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>c</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mi>c</mi>   </mrow> </math> "
q_577	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)=a"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>a</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mi>a</mi>   </mrow> </math> "
q_578	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)=b"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>b</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mi>b</mi>   </mrow> </math> "
q_579	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)=a"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>a</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mi>a</mi>   </mrow> </math> "
q_580	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)=b"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>b</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mi>b</mi>   </mrow> </math> "
q_581	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f"" display=""block"">   <mi>f</mi> </math> "
q_582	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""[a,b]"" display=""block"">   <mrow>     <mo stretchy=""false"">[</mo>     <mi>a</mi>     <mo>,</mo>     <mi>b</mi>     <mo stretchy=""false"">]</mo>   </mrow> </math> "
q_583	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)&amp;gt;a"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>a</mi>         <mo stretchy=""false"">)</mo>       </mrow>       <mo>⁢</mo>       <mi mathvariant=""normal"">&amp;</mi>       <mo>⁢</mo>       <mi>g</mi>       <mo>⁢</mo>       <mi>t</mi>     </mrow>     <mo>;</mo>     <mi>a</mi>   </mrow> </math> "
q_584	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)&amp;lt;b"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>b</mi>         <mo stretchy=""false"">)</mo>       </mrow>       <mo>⁢</mo>       <mi mathvariant=""normal"">&amp;</mi>       <mo>⁢</mo>       <mi>l</mi>       <mo>⁢</mo>       <mi>t</mi>     </mrow>     <mo>;</mo>     <mi>b</mi>   </mrow> </math> "
q_585	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)&amp;gt;a"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>a</mi>         <mo stretchy=""false"">)</mo>       </mrow>       <mo>⁢</mo>       <mi mathvariant=""normal"">&amp;</mi>       <mo>⁢</mo>       <mi>g</mi>       <mo>⁢</mo>       <mi>t</mi>     </mrow>     <mo>;</mo>     <mi>a</mi>   </mrow> </math> "
q_586	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)&amp;lt;b"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>b</mi>         <mo stretchy=""false"">)</mo>       </mrow>       <mo>⁢</mo>       <mi mathvariant=""normal"">&amp;</mi>       <mo>⁢</mo>       <mi>l</mi>       <mo>⁢</mo>       <mi>t</mi>     </mrow>     <mo>;</mo>     <mi>b</mi>   </mrow> </math> "
q_587	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x,y\in[a,b]"" display=""block"">   <mrow>     <mrow>       <mi>x</mi>       <mo>,</mo>       <mi>y</mi>     </mrow>     <mo>∈</mo>     <mrow>       <mo stretchy=""false"">[</mo>       <mi>a</mi>       <mo>,</mo>       <mi>b</mi>       <mo stretchy=""false"">]</mo>     </mrow>   </mrow> </math> "
q_588	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(a)=x"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>a</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mi>x</mi>   </mrow> </math> "
q_589	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(b)=y"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>b</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mi>y</mi>   </mrow> </math> "
q_590	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f[a,b]=[x,y]"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">[</mo>         <mi>a</mi>         <mo>,</mo>         <mi>b</mi>         <mo stretchy=""false"">]</mo>       </mrow>     </mrow>     <mo>=</mo>     <mrow>       <mo stretchy=""false"">[</mo>       <mi>x</mi>       <mo>,</mo>       <mi>y</mi>       <mo stretchy=""false"">]</mo>     </mrow>   </mrow> </math> "
q_591	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""[x,y]\subset[a,b]"" display=""block"">   <mrow>     <mrow>       <mo stretchy=""false"">[</mo>       <mi>x</mi>       <mo>,</mo>       <mi>y</mi>       <mo stretchy=""false"">]</mo>     </mrow>     <mo>⊂</mo>     <mrow>       <mo stretchy=""false"">[</mo>       <mi>a</mi>       <mo>,</mo>       <mi>b</mi>       <mo stretchy=""false"">]</mo>     </mrow>   </mrow> </math> "
q_592	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""[x,y]"" display=""block"">   <mrow>     <mo stretchy=""false"">[</mo>     <mi>x</mi>     <mo>,</mo>     <mi>y</mi>     <mo stretchy=""false"">]</mo>   </mrow> </math> "
q_593	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c\in[a,b]"" display=""block"">   <mrow>     <mi>c</mi>     <mo>∈</mo>     <mrow>       <mo stretchy=""false"">[</mo>       <mi>a</mi>       <mo>,</mo>       <mi>b</mi>       <mo stretchy=""false"">]</mo>     </mrow>   </mrow> </math> "
q_594	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x"" display=""block"">   <mi>x</mi> </math> "
q_595	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""c"" display=""block"">   <mi>c</mi> </math> "
q_596	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""y"" display=""block"">   <mi>y</mi> </math> "
q_597	A.64	3152146	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""f(c)=c"" display=""block"">   <mrow>     <mrow>       <mi>f</mi>       <mo>⁢</mo>       <mrow>         <mo stretchy=""false"">(</mo>         <mi>c</mi>         <mo stretchy=""false"">)</mo>       </mrow>     </mrow>     <mo>=</mo>     <mi>c</mi>   </mrow> </math> "
q_598	A.65	3155771	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""e^{-2\lambda t}\lambda^{2}\leq\frac{1}{e^{2}t^{2}}"" display=""block"">   <mrow>     <mrow>       <msup>         <mi>e</mi>         <mrow>           <mo>-</mo>           <mrow>             <mn>2</mn>             <mo>⁢</mo>             <mi>λ</mi>             <mo>⁢</mo>             <mi>t</mi>           </mrow>         </mrow>       </msup>       <mo>⁢</mo>       <msup>         <mi>λ</mi>         <mn>2</mn>       </msup>     </mrow>     <mo>≤</mo>     <mfrac>       <mn>1</mn>       <mrow>         <msup>           <mi>e</mi>           <mn>2</mn>         </msup>         <mo>⁢</mo>         <msup>           <mi>t</mi>           <mn>2</mn>         </msup>       </mrow>     </mfrac>   </mrow> </math> "
q_599	A.65	3155771	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lambda,t\geq 0"" display=""block"">   <mrow>     <mrow>       <mi>λ</mi>       <mo>,</mo>       <mi>t</mi>     </mrow>     <mo>≥</mo>     <mn>0</mn>   </mrow> </math> "
q_600	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""e^{-2\lambda t}\lambda^{2}\leq\frac{1}{e^{2}t^{2}}\tag 1"" display=""block"">   <mrow>     <mrow>       <msup>         <mi>e</mi>         <mrow>           <mo>-</mo>           <mrow>             <mn>2</mn>             <mo>⁢</mo>             <mi>λ</mi>             <mo>⁢</mo>             <mi>t</mi>           </mrow>         </mrow>       </msup>       <mo>⁢</mo>       <msup>         <mi>λ</mi>         <mn>2</mn>       </msup>     </mrow>     <mo>≤</mo>     <mrow>       <mfrac>         <mn>1</mn>         <mrow>           <msup>             <mi>e</mi>             <mn>2</mn>           </msup>           <mo>⁢</mo>           <msup>             <mi>t</mi>             <mn>2</mn>           </msup>         </mrow>       </mfrac>       <mo>⁢</mo>       <merror class=""ltx_ERROR undefined undefined"">         <mtext>\tag</mtext>       </merror>       <mo>⁢</mo>       <mn>1</mn>     </mrow>   </mrow> </math> "
q_601	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\lambda,t\geq 0"" display=""block"">   <mrow>     <mrow>       <mi>λ</mi>       <mo>,</mo>       <mi>t</mi>     </mrow>     <mo>≥</mo>     <mn>0</mn>   </mrow> </math> "
q_602	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""\ln"" display=""block"">   <mi>ln</mi> </math> "
q_603	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(1)"" display=""block"">   <mrow>     <mo stretchy=""false"">(</mo>     <mn>1</mn>     <mo stretchy=""false"">)</mo>   </mrow> </math> "
q_604	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""t\lambda\leq e^{t\lambda-1}\tag 2."" display=""block"">   <mrow>     <mrow>       <mrow>         <mi>t</mi>         <mo>⁢</mo>         <mi>λ</mi>       </mrow>       <mo>≤</mo>       <mrow>         <msup>           <mi>e</mi>           <mrow>             <mrow>               <mi>t</mi>               <mo>⁢</mo>               <mi>λ</mi>             </mrow>             <mo>-</mo>             <mn>1</mn>           </mrow>         </msup>         <mo>⁢</mo>         <merror class=""ltx_ERROR undefined undefined"">           <mtext>\tag</mtext>         </merror>         <mo>⁢</mo>         <mn>2</mn>       </mrow>     </mrow>     <mo>.</mo>   </mrow> </math> "
q_605	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x\leq e^{x-1}"" display=""block"">   <mrow>     <mi>x</mi>     <mo>≤</mo>     <msup>       <mi>e</mi>       <mrow>         <mi>x</mi>         <mo>-</mo>         <mn>1</mn>       </mrow>     </msup>   </mrow> </math> "
q_606	A.65	3155771	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x\geq 0"" display=""block"">   <mrow>     <mi>x</mi>     <mo>≥</mo>     <mn>0</mn>   </mrow> </math> "
q_607	A.66	3168147	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x,h\in\mathbb{R}^{d}"" display=""block"">   <mrow>     <mrow>       <mi>x</mi>       <mo>,</mo>       <mi>h</mi>     </mrow>     <mo>∈</mo>     <mrow>       <merror class=""ltx_ERROR undefined undefined"">         <mtext>\mathbb</mtext>       </merror>       <mo>⁢</mo>       <msup>         <mi>R</mi>         <mi>d</mi>       </msup>     </mrow>   </mrow> </math> "
q_608	A.66	3168147	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A\in\mathbb{R}^{d\times d}"" display=""block"">   <mrow>     <mi>A</mi>     <mo>∈</mo>     <mrow>       <merror class=""ltx_ERROR undefined undefined"">         <mtext>\mathbb</mtext>       </merror>       <mo>⁢</mo>       <msup>         <mi>R</mi>         <mrow>           <mi>d</mi>           <mo>×</mo>           <mi>d</mi>         </mrow>       </msup>     </mrow>   </mrow> </math> "
q_609	A.66	3168147	title	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(x^{T}Ah)^{T}=h^{T}A^{T}x"" display=""block"">   <mrow>     <msup>       <mrow>         <mo stretchy=""false"">(</mo>         <mrow>           <msup>             <mi>x</mi>             <mi>T</mi>           </msup>           <mo>⁢</mo>           <mi>A</mi>           <mo>⁢</mo>           <mi>h</mi>         </mrow>         <mo stretchy=""false"">)</mo>       </mrow>       <mi>T</mi>     </msup>     <mo>=</mo>     <mrow>       <msup>         <mi>h</mi>         <mi>T</mi>       </msup>       <mo>⁢</mo>       <msup>         <mi>A</mi>         <mi>T</mi>       </msup>       <mo>⁢</mo>       <mi>x</mi>     </mrow>   </mrow> </math> "
q_610	A.66	3168147	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""x,h\in\mathbb{R}^{d}"" display=""block"">   <mrow>     <mrow>       <mi>x</mi>       <mo>,</mo>       <mi>h</mi>     </mrow>     <mo>∈</mo>     <mrow>       <merror class=""ltx_ERROR undefined undefined"">         <mtext>\mathbb</mtext>       </merror>       <mo>⁢</mo>       <msup>         <mi>R</mi>         <mi>d</mi>       </msup>     </mrow>   </mrow> </math> "
q_611	A.66	3168147	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""A\in\mathbb{R}^{d\times d}"" display=""block"">   <mrow>     <mi>A</mi>     <mo>∈</mo>     <mrow>       <merror class=""ltx_ERROR undefined undefined"">         <mtext>\mathbb</mtext>       </merror>       <mo>⁢</mo>       <msup>         <mi>R</mi>         <mrow>           <mi>d</mi>           <mo>×</mo>           <mi>d</mi>         </mrow>       </msup>     </mrow>   </mrow> </math> "
q_612	A.66	3168147	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""(x^{T}Ah)^{T}=h^{T}A^{T}x"" display=""block"">   <mrow>     <msup>       <mrow>         <mo stretchy=""false"">(</mo>         <mrow>           <msup>             <mi>x</mi>             <mi>T</mi>           </msup>           <mo>⁢</mo>           <mi>A</mi>           <mo>⁢</mo>           <mi>h</mi>         </mrow>         <mo stretchy=""false"">)</mo>       </mrow>       <mi>T</mi>     </msup>     <mo>=</mo>     <mrow>       <msup>         <mi>h</mi>         <mi>T</mi>       </msup>       <mo>⁢</mo>       <msup>         <mi>A</mi>         <mi>T</mi>       </msup>       <mo>⁢</mo>       <mi>x</mi>     </mrow>   </mrow> </math> "
q_613	A.67	3175847	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k\times k"" display=""block"">   <mrow>     <mi>k</mi>     <mo>×</mo>     <mi>k</mi>   </mrow> </math> "
q_614	A.67	3175847	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""k\times l"" display=""block"">   <mrow>     <mi>k</mi>     <mo>×</mo>     <mi>l</mi>   </mrow> </math> "
q_615	A.67	3175847	question	"<?xml version=""1.0"" encoding=""UTF-8""?> <math xmlns=""http://www.w3.org/1998/Math/MathML"" alttext=""l\times l"" display=""block"">   <mrow>     <mi>l</mi>     <mo>×</mo>     <mi>l</mi>   </mrow> </math> "
